#Teff logg M_div_H F218W F255W F300W F336W F439W F450W F555W F606W F622W F675W F791W F814W F850LP
3200.0 -1.0 -0.5 -10.433597 -11.239041 -7.231818 -6.865940 -6.054871 -5.298697 -3.680823 -2.962710 -2.816912 -2.067762 -0.467979 -0.372381  0.361923
3200.0 -0.5 -0.5 -10.409736 -11.168991 -7.176324 -6.789999 -5.800239 -5.153674 -3.662078 -2.974675 -2.843743 -2.085070 -0.459403 -0.362091  0.374727
3200.0 0.0 -0.5 -10.368329 -11.070027 -7.084839 -6.668195 -5.539382 -5.000286 -3.617717 -2.954383 -2.833920 -2.071689 -0.434042 -0.336099  0.400058
3200.0 0.5 -0.5 -10.307876 -10.939118 -6.952721 -6.496249 -5.275717 -4.834357 -3.544575 -2.902294 -2.788434 -2.029099 -0.390773 -0.293521  0.438148
3200.0 1.0 -0.5 -10.229346 -10.778465 -6.783199 -6.279437 -5.014817 -4.655612 -3.442418 -2.820937 -2.710437 -1.960563 -0.330598 -0.235384  0.487874
3200.0 1.5 -0.5 -10.136114 -10.595878 -6.589150 -6.034924 -4.763122 -4.467578 -3.311976 -2.712168 -2.601647 -1.868670 -0.255736 -0.163849  0.547081
3200.0 2.0 -0.5 -10.032525 -10.402901 -6.388870 -5.785682 -4.527525 -4.275138 -3.150650 -2.571799 -2.456513 -1.750421 -0.167506 -0.080250  0.613764
3200.0 2.5 -0.5 -9.914386 -10.198657 -6.189064 -5.537971 -4.310096 -4.065378 -2.924436 -2.359783 -2.231170 -1.571130 -0.055175  0.025058  0.691970
3200.0 3.0 -0.5 -9.796535 -9.986176 -6.009303 -5.313958 -4.116332 -3.838913 -2.633473 -2.070633 -1.919608 -1.325415  0.067203  0.138266  0.765400
3200.0 3.5 -0.5 -9.740053 -9.849406 -5.926341 -5.203777 -4.034647 -3.716272 -2.437144 -1.865390 -1.694787 -1.149332  0.134334  0.199070  0.793499
3200.0 4.0 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 4.5 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 5.0 -0.5 -9.761767 -9.977017 -6.087535 -5.376908 -4.236368 -3.857069 -2.358754 -1.752358 -1.548875 -1.035254  0.189847  0.249700  0.807560
3200.0 5.5 -0.5 -9.796263 -10.146589 -6.237153 -5.560332 -4.436242 -4.029681 -2.459182 -1.816400 -1.611637 -1.059126  0.193561  0.254846  0.813334
3200.0 6.0 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 6.5 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 7.0 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 7.5 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 8.0 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 8.5 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 9.0 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3200.0 9.5 -0.5 -9.722052 -9.796650 -5.912828 -5.177613 -4.032245 -3.684188 -2.337050 -1.756759 -1.572316 -1.054768  0.168229  0.229516  0.803087
3500.0 -4.0 -0.5 -10.033501 -10.638044 -6.667519 -6.009032 -4.932963 -3.954487 -2.228954 -1.537052 -1.323387 -0.849595  0.014405  0.064865  0.566085
3500.0 -3.0 -0.5 -10.033501 -10.638044 -6.667519 -6.009032 -4.932963 -3.954487 -2.228954 -1.537052 -1.323387 -0.849595  0.014405  0.064865  0.566085
3500.0 -2.0 -0.5 -10.033501 -10.638044 -6.667519 -6.009032 -4.932963 -3.954487 -2.228954 -1.537052 -1.323387 -0.849595  0.014405  0.064865  0.566085
3500.0 -1.5 -0.5 -10.033501 -10.638044 -6.667519 -6.009032 -4.932963 -3.954487 -2.228954 -1.537052 -1.323387 -0.849595  0.014405  0.064865  0.566085
3500.0 -1.0 -0.5 -10.033501 -10.638044 -6.667519 -6.009032 -4.932963 -3.954487 -2.228954 -1.537052 -1.323387 -0.849595  0.014405  0.064865  0.566085
3500.0 -0.5 -0.5 -10.012986 -10.545467 -6.621629 -5.957337 -4.678250 -3.805279 -2.175373 -1.522978 -1.314615 -0.857203  0.011253  0.061025  0.558788
3500.0 0.0 -0.5 -9.988547 -10.448100 -6.558926 -5.891459 -4.456818 -3.692926 -2.150618 -1.530322 -1.327971 -0.878929  0.009085  0.058861  0.558139
3500.0 0.5 -0.5 -9.959032 -10.342741 -6.472852 -5.800628 -4.269816 -3.609817 -2.145732 -1.550298 -1.354230 -0.906884  0.010185  0.060432  0.564141
3500.0 1.0 -0.5 -9.922547 -10.225563 -6.360803 -5.678432 -4.111016 -3.544278 -2.149104 -1.572497 -1.382477 -0.932524  0.017039  0.067973  0.577036
3500.0 1.5 -0.5 -9.877461 -10.095121 -6.226670 -5.527387 -3.971943 -3.485095 -2.149007 -1.586845 -1.402018 -0.948057  0.032084  0.083643  0.597284
3500.0 2.0 -0.5 -9.824022 -9.954687 -6.081093 -5.360132 -3.846278 -3.425304 -2.137198 -1.586694 -1.405604 -0.948816  0.056599  0.108488  0.624807
3500.0 2.5 -0.5 -9.762833 -9.807870 -5.935667 -5.190620 -3.734265 -3.360061 -2.102151 -1.559769 -1.379725 -0.924119  0.093435  0.145031  0.660011
3500.0 3.0 -0.5 -9.682664 -9.632147 -5.783524 -5.010781 -3.636313 -3.266707 -2.004323 -1.459318 -1.275325 -0.828908  0.159053  0.208868  0.711175
3500.0 3.5 -0.5 -9.586842 -9.414628 -5.615474 -4.814221 -3.528040 -3.139905 -1.862189 -1.310440 -1.121440 -0.688404  0.240302  0.287545  0.768650
3500.0 4.0 -0.5 -9.529785 -9.247842 -5.511129 -4.692102 -3.472081 -3.071902 -1.777189 -1.219653 -1.027211 -0.602081  0.288008  0.333806  0.799523
3500.0 4.5 -0.5 -9.505921 -9.115302 -5.467904 -4.639816 -3.472539 -3.054469 -1.730860 -1.163817 -0.968514 -0.546901  0.311638  0.356800  0.808893
3500.0 5.0 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 5.5 -0.5 -9.590430 -9.363133 -5.687722 -4.867638 -3.712019 -3.290506 -1.848226 -1.258951 -1.058226 -0.615754  0.304754  0.351590  0.801548
3500.0 6.0 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 6.5 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 7.0 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 7.5 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 8.0 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 8.5 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 9.0 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3500.0 9.5 -0.5 -9.504536 -9.087901 -5.484155 -4.652749 -3.512029 -3.085997 -1.722289 -1.147696 -0.949775 -0.527119  0.330337  0.375470  0.819287
3750.0 -4.0 -0.5 -9.802577 -10.238438 -6.348729 -5.588325 -4.226042 -3.251528 -1.705317 -1.074971 -0.871811 -0.459363  0.213519  0.253344  0.670195
3750.0 -3.0 -0.5 -9.802577 -10.238438 -6.348729 -5.588325 -4.226042 -3.251528 -1.705317 -1.074971 -0.871811 -0.459363  0.213519  0.253344  0.670195
3750.0 -2.0 -0.5 -9.802577 -10.238438 -6.348729 -5.588325 -4.226042 -3.251528 -1.705317 -1.074971 -0.871811 -0.459363  0.213519  0.253344  0.670195
3750.0 -1.5 -0.5 -9.802577 -10.238438 -6.348729 -5.588325 -4.226042 -3.251528 -1.705317 -1.074971 -0.871811 -0.459363  0.213519  0.253344  0.670195
3750.0 -1.0 -0.5 -9.802577 -10.238438 -6.348729 -5.588325 -4.226042 -3.251528 -1.705317 -1.074971 -0.871811 -0.459363  0.213519  0.253344  0.670195
3750.0 -0.5 -0.5 -9.773943 -10.120169 -6.271021 -5.495426 -3.988520 -3.096062 -1.637596 -1.041245 -0.843605 -0.448856  0.206072  0.245209  0.653168
3750.0 0.0 -0.5 -9.742440 -9.998291 -6.168899 -5.380321 -3.788850 -2.983237 -1.594726 -1.023358 -0.830052 -0.446562  0.200052  0.238991  0.641645
3750.0 0.5 -0.5 -9.709656 -9.873123 -6.045796 -5.245721 -3.630076 -2.908270 -1.571758 -1.017843 -0.827216 -0.450559  0.195476  0.234493  0.634807
3750.0 1.0 -0.5 -9.676373 -9.745160 -5.912770 -5.102589 -3.506916 -2.862060 -1.563219 -1.021374 -0.831943 -0.459306  0.192728  0.231934  0.632338
3750.0 1.5 -0.5 -9.642781 -9.615698 -5.782635 -4.963873 -3.410800 -2.835005 -1.564004 -1.030782 -0.841556 -0.471051  0.192805  0.232200  0.634528
3750.0 2.0 -0.5 -9.608294 -9.485875 -5.663421 -4.837226 -3.332989 -2.818435 -1.568865 -1.042258 -0.852717 -0.483063  0.197302  0.236831  0.642145
3750.0 2.5 -0.5 -9.571828 -9.357251 -5.557766 -4.724535 -3.266660 -2.805615 -1.572453 -1.051214 -0.861080 -0.491525  0.208198  0.247766  0.656158
3750.0 3.0 -0.5 -9.530489 -9.225465 -5.462557 -4.621506 -3.213613 -2.791180 -1.566219 -1.046697 -0.855726 -0.484909  0.230289  0.269818  0.679417
3750.0 3.5 -0.5 -9.469845 -9.051465 -5.354652 -4.503901 -3.176819 -2.758797 -1.527959 -0.999792 -0.808287 -0.432285  0.277662  0.316940  0.720954
3750.0 4.0 -0.5 -9.389265 -8.823783 -5.216629 -4.355857 -3.122073 -2.698199 -1.464892 -0.928624 -0.737567 -0.357602  0.335998  0.374767  0.769211
3750.0 4.5 -0.5 -9.333894 -8.630108 -5.122324 -4.256675 -3.090475 -2.666686 -1.427951 -0.886885 -0.695690 -0.313688  0.371502  0.410021  0.797804
3750.0 5.0 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
3750.0 5.5 -0.5 -9.302246 -8.449276 -5.098065 -4.230841 -3.137338 -2.712489 -1.426976 -0.875218 -0.681818 -0.293298  0.404933  0.443847  0.824090
3750.0 6.0 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
3750.0 6.5 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
3750.0 7.0 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
3750.0 7.5 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
3750.0 8.0 -0.5 -9.307608 -8.514667 -5.082875 -4.214463 -3.094079 -2.672306 -1.417606 -0.872362 -0.680170 -0.296038  0.392392  0.430922  0.814827
