#Teff logg M_div_H F218W F255W F300W F336W F439W F450W F555W F606W F622W F675W F791W F814W F850LP
5500.0 2.0 -0.5 -5.466335 -3.752931 -2.134449 -1.524332 -1.208958 -0.961822 -0.415041 -0.154267 -0.047422  0.147017  0.454148  0.468278  0.645005
5500.0 2.5 -0.5 -5.203642 -3.536179 -2.013062 -1.419487 -1.216171 -0.968802 -0.423320 -0.162327 -0.055503  0.139639  0.447909  0.461812  0.637799
5500.0 3.0 -0.5 -5.004233 -3.368681 -1.917477 -1.336046 -1.224565 -0.975977 -0.429658 -0.168196 -0.061198  0.134596  0.443791  0.457546  0.633108
5500.0 3.5 -0.5 -4.878250 -3.258021 -1.851471 -1.275418 -1.233151 -0.982444 -0.433570 -0.171475 -0.064104  0.132254  0.441950  0.455614  0.630882
5500.0 4.0 -0.5 -4.823283 -3.205343 -1.817555 -1.238907 -1.241480 -0.987642 -0.434339 -0.171402 -0.063388  0.133411  0.443156  0.456760  0.631651
5500.0 4.5 -0.5 -4.823492 -3.201627 -1.814453 -1.226598 -1.248673 -0.991111 -0.432049 -0.168158 -0.059230  0.137902  0.447262  0.460826  0.635163
5500.0 5.0 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 5.5 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 6.0 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 6.5 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 7.0 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 7.5 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 8.0 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 8.5 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 9.0 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5500.0 9.5 -0.5 -4.861833 -3.235777 -1.839240 -1.237005 -1.255060 -0.993413 -0.427267 -0.162064 -0.051769  0.145695  0.454244  0.467776  0.641318
5750.0 -4.0 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 -3.0 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 -2.0 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 -1.5 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 -1.0 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 -0.5 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 0.0 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 0.5 -0.5 -5.722177 -4.087237 -2.372363 -1.778734 -1.024654 -0.813016 -0.327663 -0.096794  0.000552  0.172238  0.446475  0.461345  0.636656
5750.0 1.0 -0.5 -5.414984 -3.839991 -2.216276 -1.630243 -1.033247 -0.823840 -0.341402 -0.108805 -0.011101  0.162805  0.439236  0.453135  0.622152
5750.0 1.5 -0.5 -5.168132 -3.656669 -2.120767 -1.546943 -1.067889 -0.852286 -0.364322 -0.129067 -0.030936  0.145061  0.424839  0.438434  0.606480
5750.0 2.0 -0.5 -4.785049 -3.349741 -1.920686 -1.361629 -1.058740 -0.849180 -0.367826 -0.131833 -0.033370  0.144367  0.425425  0.438044  0.599598
5750.0 2.5 -0.5 -4.521330 -3.140260 -1.795840 -1.251746 -1.074699 -0.863027 -0.379729 -0.142047 -0.043144  0.136254  0.419468  0.431715  0.591494
5750.0 3.0 -0.5 -4.316446 -2.971288 -1.692446 -1.160296 -1.091367 -0.876566 -0.389711 -0.150415 -0.051016  0.129789  0.414846  0.426848  0.585625
5750.0 3.5 -0.5 -4.180029 -2.852206 -1.614290 -1.088014 -1.106867 -0.888426 -0.396939 -0.156091 -0.056122  0.125934  0.412365  0.424210  0.582412
5750.0 4.0 -0.5 -4.110981 -2.786020 -1.564721 -1.036996 -1.120160 -0.897583 -0.400366 -0.158131 -0.057494  0.125457  0.412652  0.424401  0.582175
5750.0 4.5 -0.5 -4.100812 -2.768424 -1.544701 -1.008656 -1.131051 -0.903900 -0.399948 -0.156363 -0.054889  0.128749  0.416149  0.427836  0.585130
5750.0 5.0 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 5.5 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 6.0 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 6.5 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 7.0 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 7.5 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 8.0 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 8.5 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 9.0 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
5750.0 9.5 -0.5 -4.133176 -2.789219 -1.551699 -1.002110 -1.139333 -0.907378 -0.395937 -0.150982 -0.048427  0.135744  0.422812  0.434455  0.591089
6000.0 -4.0 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 -3.0 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 -2.0 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 -1.5 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 -1.0 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 -0.5 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 0.0 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 0.5 -0.5 -5.116747 -3.693398 -2.190088 -1.655778 -0.864966 -0.691612 -0.280642 -0.080384  0.006059  0.157097  0.403714  0.418430  0.589729
6000.0 1.0 -0.5 -4.815711 -3.470497 -2.048786 -1.519004 -0.886332 -0.711548 -0.296096 -0.091354 -0.003431  0.151316  0.400811  0.414196  0.575966
6000.0 1.5 -0.5 -4.502761 -3.237907 -1.902844 -1.382340 -0.906899 -0.730915 -0.312221 -0.103705 -0.014605  0.143460  0.396062  0.408382  0.562902
6000.0 2.0 -0.5 -4.262029 -3.043806 -1.783746 -1.274598 -0.937654 -0.756827 -0.331315 -0.118977 -0.028866  0.132286  0.388476  0.400204  0.551072
6000.0 2.5 -0.5 -3.954176 -2.809834 -1.633019 -1.137505 -0.952672 -0.771403 -0.344007 -0.128776 -0.037669  0.126152  0.385203  0.396110  0.542016
6000.0 3.0 -0.5 -3.752314 -2.639201 -1.520873 -1.036353 -0.976683 -0.791318 -0.358071 -0.139901 -0.047888  0.118290  0.380252  0.390746  0.534598
6000.0 3.5 -0.5 -3.610259 -2.511413 -1.430287 -0.951846 -0.999097 -0.809206 -0.369548 -0.148758 -0.055866  0.112318  0.376714  0.386942  0.529688
6000.0 4.0 -0.5 -3.530500 -2.431960 -1.365036 -0.885903 -1.018493 -0.823675 -0.377004 -0.154012 -0.060288  0.109460  0.375609  0.385674  0.527814
6000.0 4.5 -0.5 -3.507101 -2.399901 -1.327850 -0.841053 -1.034034 -0.834066 -0.379813 -0.154870 -0.060249  0.110697  0.377877  0.387846  0.529543
6000.0 5.0 -0.5 -3.527337 -2.406913 -1.317251 -0.817569 -1.045341 -0.840178 -0.378068 -0.151442 -0.055844  0.115999  0.383552  0.393469  0.534675
6000.0 5.5 -0.5 -3.527337 -2.406913 -1.317251 -0.817569 -1.045341 -0.840178 -0.378068 -0.151442 -0.055844  0.115999  0.383552  0.393469  0.534675
6000.0 6.0 -0.5 -3.206736 -1.707327 -0.999744 -0.614281 -1.109990 -0.920037 -0.483319 -0.248241 -0.154318  0.029566  0.320345  0.331180  0.485478
6000.0 6.5 -0.5 -3.475209 -1.817684 -1.027811 -0.615417 -1.106220 -0.914803 -0.474774 -0.238526 -0.144197  0.040442  0.332209  0.343000  0.496515
6000.0 7.0 -0.5 -3.801195 -1.983701 -1.078937 -0.629128 -1.100509 -0.906778 -0.461804 -0.224323 -0.129506  0.055571  0.347623  0.358244  0.510756
6000.0 7.5 -0.5 -4.140015 -2.213936 -1.165670 -0.665421 -1.093984 -0.897504 -0.446651 -0.207713 -0.112391  0.073396  0.365894  0.376379  0.527501
6000.0 8.0 -0.5 -4.438330 -2.491129 -1.293128 -0.735137 -1.085737 -0.885705 -0.428275 -0.188298 -0.092613  0.093352  0.385793  0.396071  0.545573
6000.0 8.5 -0.5 -4.697141 -2.783589 -1.459857 -0.851347 -1.076204 -0.870098 -0.403625 -0.163668 -0.068091  0.117196  0.408284  0.418342  0.565833
6000.0 9.0 -0.5 -4.955268 -3.090259 -1.672023 -1.029533 -1.076281 -0.856632 -0.372114 -0.131625 -0.035994  0.148320  0.437195  0.446903  0.591697
6000.0 9.5 -0.5 -5.250265 -3.424454 -1.927702 -1.263868 -1.101989 -0.851178 -0.330542 -0.087736  0.008590  0.191507  0.476020  0.485314  0.626439
6250.0 -4.0 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 -3.0 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 -2.0 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 -1.5 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 -1.0 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 -0.5 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 0.0 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 0.5 -0.5 -4.631703 -3.394675 -2.058925 -1.581231 -0.732646 -0.592228 -0.251647 -0.079731 -0.004273  0.127874  0.350363  0.365523  0.537665
6250.0 1.0 -0.5 -4.309765 -3.166850 -1.921698 -1.446251 -0.758390 -0.613276 -0.259899 -0.081886 -0.003819  0.132298  0.356189  0.369602  0.528190
6250.0 1.5 -0.5 -4.015962 -2.951203 -1.784714 -1.315815 -0.786915 -0.638400 -0.276642 -0.093114 -0.013107  0.127362  0.354762  0.366756  0.514959
6250.0 2.0 -0.5 -3.739009 -2.737871 -1.646806 -1.187566 -0.816567 -0.664473 -0.294804 -0.106120 -0.024363  0.120205  0.351527  0.362363  0.502547
6250.0 2.5 -0.5 -3.543460 -2.566229 -1.532167 -1.082664 -0.853603 -0.695505 -0.315596 -0.121953 -0.038668  0.109603  0.345250  0.355390  0.491189
6250.0 3.0 -0.5 -3.298092 -2.368020 -1.396420 -0.958145 -0.877390 -0.716756 -0.331380 -0.133784 -0.049092  0.102484  0.341879  0.351170  0.482025
6250.0 3.5 -0.5 -3.152293 -2.231501 -1.294085 -0.861831 -0.906828 -0.741127 -0.347466 -0.146018 -0.060048  0.094430  0.337436  0.346281  0.475027
6250.0 4.0 -0.5 -3.061898 -2.137583 -1.213407 -0.781248 -0.932647 -0.761689 -0.359871 -0.155210 -0.068121  0.088695  0.334636  0.343204  0.470936
6250.0 4.5 -0.5 -3.024424 -2.089160 -1.158464 -0.719253 -0.953717 -0.777395 -0.367355 -0.159942 -0.071788  0.086927  0.335013  0.343420  0.470647
6250.0 5.0 -0.5 -3.032766 -2.081987 -1.130500 -0.678528 -0.969490 -0.787658 -0.369244 -0.159553 -0.070366  0.089769  0.339168  0.347496  0.474393
6250.0 5.5 -0.5 -3.032766 -2.081987 -1.130500 -0.678528 -0.969490 -0.787658 -0.369244 -0.159553 -0.070366  0.089769  0.339168  0.347496  0.474393
6250.0 6.0 -0.5 -2.842801 -1.501550 -0.884370 -0.539760 -1.068887 -0.890959 -0.482638 -0.262389 -0.173589 -0.000970  0.272407  0.281887  0.423270
6250.0 6.5 -0.5 -3.060939 -1.586926 -0.901909 -0.533985 -1.068130 -0.888200 -0.476116 -0.254553 -0.165296  0.008151  0.282864  0.292301  0.433127
6250.0 7.0 -0.5 -3.325987 -1.714173 -0.936734 -0.538067 -1.064827 -0.882563 -0.465905 -0.243044 -0.153275  0.020697  0.296045  0.305351  0.445399
6250.0 7.5 -0.5 -3.609716 -1.892654 -0.999484 -0.559725 -1.059035 -0.874555 -0.453378 -0.229315 -0.139131  0.035502  0.311677  0.320872  0.459828
6250.0 8.0 -0.5 -3.878441 -2.113793 -1.095713 -0.607893 -1.050680 -0.863333 -0.437092 -0.212413 -0.122042  0.052576  0.329068  0.338102  0.475713
6250.0 8.5 -0.5 -4.139748 -2.357630 -1.225581 -0.692249 -1.039390 -0.847536 -0.414357 -0.189698 -0.099434  0.074663  0.350361  0.359190  0.494954
6250.0 9.0 -0.5 -4.415227 -2.627481 -1.397135 -0.827184 -1.033987 -0.831872 -0.384887 -0.159979 -0.069770  0.103411  0.377565  0.386086  0.519411
6250.0 9.5 -0.5 -4.712461 -2.929759 -1.609029 -1.009138 -1.047116 -0.821252 -0.346636 -0.120071 -0.029444  0.142562  0.413485  0.421631  0.551690
6500.0 -4.0 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 -3.0 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 -2.0 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 -1.5 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 -1.0 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 -0.5 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 0.0 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 0.5 -0.5 -4.146659 -3.095952 -1.927762 -1.506684 -0.600327 -0.492844 -0.222652 -0.079078 -0.014604  0.098651  0.297012  0.312616  0.485602
6500.0 1.0 -0.5 -3.896557 -2.918918 -1.821485 -1.397534 -0.639612 -0.523916 -0.233514 -0.081925 -0.014087  0.104005  0.304310  0.318157  0.476855
6500.0 1.5 -0.5 -3.621923 -2.717203 -1.694704 -1.274475 -0.681196 -0.556751 -0.248180 -0.088918 -0.018128  0.104960  0.308257  0.320383  0.465662
6500.0 2.0 -0.5 -3.363284 -2.515003 -1.562292 -1.149596 -0.717885 -0.588018 -0.266797 -0.100832 -0.027554  0.100526  0.308023  0.318633  0.452763
6500.0 2.5 -0.5 -3.132745 -2.322625 -1.431315 -1.027823 -0.754535 -0.619608 -0.287185 -0.115130 -0.039667  0.093054  0.305296  0.314670  0.440362
6500.0 3.0 -0.5 -2.938552 -2.149643 -1.307612 -0.913213 -0.790450 -0.650451 -0.307798 -0.130327 -0.052989  0.083923  0.300948  0.309374  0.429226
6500.0 3.5 -0.5 -2.789596 -2.006662 -1.197224 -0.808778 -0.826502 -0.681086 -0.328312 -0.145788 -0.066716  0.074038  0.295968  0.303694  0.419903
6500.0 4.0 -0.5 -2.688195 -1.898660 -1.103336 -0.716000 -0.859077 -0.708118 -0.345798 -0.158911 -0.078332  0.065667  0.291808  0.299079  0.413437
6500.0 4.5 -0.5 -2.635028 -1.832418 -1.031718 -0.638505 -0.886392 -0.729979 -0.358744 -0.168192 -0.086304  0.060378  0.289955  0.296957  0.410555
6500.0 5.0 -0.5 -2.628248 -1.807499 -0.985371 -0.579979 -0.907669 -0.745695 -0.365691 -0.172070 -0.088963  0.059770  0.291772  0.298635  0.411999
6500.0 5.5 -0.5 -2.628248 -1.807499 -0.985371 -0.579979 -0.907669 -0.745695 -0.365691 -0.172070 -0.088963  0.059770  0.291772  0.298635  0.411999
6500.0 6.0 -0.5 -2.478867 -1.295774 -0.768996 -0.465239 -1.027784 -0.861882 -0.481957 -0.276537 -0.192860 -0.031507  0.224470  0.232593  0.361062
6500.0 6.5 -0.5 -2.646669 -1.356169 -0.776007 -0.452552 -1.030040 -0.861597 -0.477458 -0.270581 -0.186394 -0.024139  0.233519  0.241601  0.369740
6500.0 7.0 -0.5 -2.850780 -1.444646 -0.794531 -0.447006 -1.029145 -0.858347 -0.470007 -0.261765 -0.177045 -0.014177  0.244467  0.252457  0.380042
6500.0 7.5 -0.5 -3.079416 -1.571371 -0.833298 -0.454028 -1.024086 -0.851606 -0.460106 -0.250917 -0.165871 -0.002391  0.257460  0.265364  0.392155
6500.0 8.0 -0.5 -3.318552 -1.736457 -0.898299 -0.480650 -1.015623 -0.840961 -0.445908 -0.236528 -0.151471  0.011800  0.272344  0.280134  0.405852
6500.0 8.5 -0.5 -3.582355 -1.931671 -0.991305 -0.533150 -1.002576 -0.824975 -0.425089 -0.215728 -0.130776  0.032130  0.292437  0.300038  0.424076
6500.0 9.0 -0.5 -3.875186 -2.164702 -1.122247 -0.624834 -0.991692 -0.807112 -0.397660 -0.188334 -0.103545  0.058503  0.317935  0.325270  0.447125
6500.0 9.5 -0.5 -4.174656 -2.435063 -1.290355 -0.754407 -0.992243 -0.791325 -0.362729 -0.152406 -0.067478  0.093617  0.350949  0.357949  0.476940
6750.0 -4.0 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 -3.0 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 -2.0 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 -1.5 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 -1.0 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 -0.5 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 0.0 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 0.5 -0.5 -3.753626 -2.854968 -1.816984 -1.444727 -0.525036 -0.433393 -0.210683 -0.088518 -0.033273  0.063705  0.240767  0.256840  0.431520
6750.0 1.0 -0.5 -3.551794 -2.709878 -1.735782 -1.360278 -0.535585 -0.446086 -0.216483 -0.090212 -0.032768  0.068308  0.247057  0.261538  0.422114
6750.0 1.5 -0.5 -3.306366 -2.526371 -1.622882 -1.247770 -0.581539 -0.481959 -0.228148 -0.092935 -0.031671  0.074607  0.255507  0.268091  0.413122
6750.0 2.0 -0.5 -3.061909 -2.333189 -1.497031 -1.127457 -0.629337 -0.519682 -0.244501 -0.100766 -0.036120  0.075595  0.260144  0.270915  0.401833
6750.0 2.5 -0.5 -2.843486 -2.147380 -1.369286 -1.007409 -0.672172 -0.555937 -0.265343 -0.114189 -0.046696  0.070458  0.260103  0.269280  0.388682
6750.0 3.0 -0.5 -2.655622 -1.976217 -1.244956 -0.891099 -0.714093 -0.591951 -0.288131 -0.130323 -0.060384  0.061865  0.257117  0.265007  0.375957
6750.0 3.5 -0.5 -2.531797 -1.844805 -1.138247 -0.789021 -0.759076 -0.630060 -0.312539 -0.148409 -0.076283  0.050638  0.251829  0.258857  0.364922
6750.0 4.0 -0.5 -2.391445 -1.707378 -1.025264 -0.679947 -0.794382 -0.660423 -0.333180 -0.163730 -0.089627  0.041446  0.247905  0.254096  0.356135
6750.0 4.5 -0.5 -2.324346 -1.624998 -0.940290 -0.590559 -0.828929 -0.689184 -0.351799 -0.177574 -0.101786  0.032898  0.244246  0.249997  0.350661
6750.0 5.0 -0.5 -2.299151 -1.580931 -0.877146 -0.516561 -0.856093 -0.710795 -0.364253 -0.186127 -0.108884  0.028595  0.243644  0.249158  0.349513
6750.0 5.5 -0.5 -2.299151 -1.580931 -0.877146 -0.516561 -0.856093 -0.710795 -0.364253 -0.186127 -0.108884  0.028595  0.243644  0.249158  0.349513
6750.0 6.0 -0.5 -2.114932 -1.089997 -0.653622 -0.390718 -0.986681 -0.832805 -0.481275 -0.290685 -0.212131 -0.062043  0.176532  0.183299  0.298855
6750.0 6.5 -0.5 -2.232399 -1.125412 -0.650104 -0.371120 -0.991949 -0.834993 -0.478800 -0.286608 -0.207493 -0.056430  0.184174  0.190902  0.306352
6750.0 7.0 -0.5 -2.375572 -1.175118 -0.652327 -0.355946 -0.993464 -0.834131 -0.474109 -0.280486 -0.200814 -0.049052  0.192890  0.199564  0.314686
6750.0 7.5 -0.5 -2.549117 -1.250088 -0.667112 -0.348332 -0.989137 -0.828657 -0.466833 -0.272520 -0.192610 -0.040285  0.203243  0.209857  0.324481
6750.0 8.0 -0.5 -2.758662 -1.359122 -0.700884 -0.353406 -0.980566 -0.818590 -0.454725 -0.260643 -0.180901 -0.028975  0.215619  0.222165  0.335992
6750.0 8.5 -0.5 -3.024962 -1.505712 -0.757029 -0.374052 -0.965763 -0.802413 -0.435821 -0.241757 -0.162119 -0.010404  0.234514  0.240887  0.353198
6750.0 9.0 -0.5 -3.335146 -1.701924 -0.847360 -0.422485 -0.949398 -0.782352 -0.410433 -0.216688 -0.137321  0.013594  0.258304  0.264454  0.374840
6750.0 9.5 -0.5 -3.636852 -1.940368 -0.971682 -0.499676 -0.937370 -0.761398 -0.378822 -0.184741 -0.105512  0.044672  0.288413  0.294266  0.402191
7000.0 -4.0 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 -3.0 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 -2.0 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 -1.5 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 -1.0 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 -0.5 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 0.0 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 0.5 -0.5 -3.360593 -2.613984 -1.706206 -1.382770 -0.449744 -0.373942 -0.198714 -0.097957 -0.051942  0.028760  0.184522  0.201063  0.377437
7000.0 1.0 -0.5 -3.233963 -2.513967 -1.650566 -1.319920 -0.463179 -0.389580 -0.205844 -0.100618 -0.052238  0.032981  0.190953  0.206062  0.368782
7000.0 1.5 -0.5 -3.039992 -2.362689 -1.558912 -1.225715 -0.493607 -0.416775 -0.216518 -0.104499 -0.052970  0.037468  0.198017  0.211195  0.357338
7000.0 2.0 -0.5 -2.817950 -2.183367 -1.443786 -1.113611 -0.545073 -0.456920 -0.229646 -0.108051 -0.052362  0.043588  0.206788  0.217995  0.347910
7000.0 2.5 -0.5 -2.608933 -2.003477 -1.320611 -0.996886 -0.597295 -0.498622 -0.248405 -0.117781 -0.058426  0.043374  0.211159  0.220465  0.335951
